Sebastian Telfair,Minnesota Timberwolves,2011,25,10.5
Anthony Randolph,Minnesota Timberwolves,2011,21,18.5
Lazar Hayward,Minnesota Timberwolves,2011,24,10.8
Kosta Koufos,Minnesota Timberwolves,2011,21,10.4
Sundiata Gaines,Minnesota Timberwolves,2011,24,4.9
Maurice Ager,Minnesota Timberwolves,2011,26,10.1
Al Jefferson,Utah Jazz,2011,26,20.1
Paul Millsap,Utah Jazz,2011,25,19.8
Raja Bell,Utah Jazz,2011,34,8.2
Deron Williams,Utah Jazz,2011,26,22.1
Andrei Kirilenko,Utah Jazz,2011,29,16.6
C.J. Miles,Utah Jazz,2011,23,14.4
Earl Watson,Utah Jazz,2011,31,10.2
Gordon Hayward,Utah Jazz,2011,20,10.7
Ronnie Price,Utah Jazz,2011,27,5.5
Francisco Elson,Utah Jazz,2011,34,8.9
Devin Harris,Utah Jazz,2011,27,15.7
Jeremy Evans,Utah Jazz,2011,23,18.8
Kyrylo Fesenko,Utah Jazz,2011,24,5.8
Derrick Favors,Utah Jazz,2011,19,16.8
Mehmet Okur,Utah Jazz,2011,31,12.6
Kyle Weaver,Utah Jazz,2011,24,11.3
Marcus Cousin,Utah Jazz,2011,24,7.8
LaMarcus Aldridge,Portland Trail Blazers,2011,25,21.5
Wesley Matthews,Portland Trail Blazers,2011,24,15.5
Andre Miller,Portland Trail Blazers,2011,34,17.8
Nicolas Batum,Portland Trail Blazers,2011,22,14.8
Rudy Fernandez,Portland Trail Blazers,2011,25,13.4
Marcus Camby,Portland Trail Blazers,2011,36,14.8
Brandon Roy,Portland Trail Blazers,2011,26,13.9
Dante Cunningham,Portland Trail Blazers,2011,23,9.5
Gerald Wallace,Portland Trail Blazers,2011,28,18.9
Patrick Mills,Portland Trail Blazers,2011,22,13.0
Joel Przybilla,Portland Trail Blazers,2011,31,7.2
Armon Johnson,Portland Trail Blazers,2011,21,9.3
Sean Marks,Portland Trail Blazers,2011,35,4.9
Luke Babbitt,Portland Trail Blazers,2011,21,1.0
Chris Johnson,Portland Trail Blazers,2011,25,10.3
Fabricio Oberto,Portland Trail Blazers,2011,35,0.8
Earl Barron,Portland Trail Blazers,2011,29,3.8
Jarron Collins,Portland Trail Blazers,2011,32,0.0
Arron Afflalo,Denver Nuggets,2011,25,13.6
Nene Hilario,Denver Nuggets,2011,28,20.4
Ty Lawson,Denver Nuggets,2011,23,17.9
J.R. Smith,Denver Nuggets,2011,25,16.4
Carmelo Anthony,Denver Nuggets,2011,26,21.2
Al Harrington,Denver Nuggets,2011,30,12.3
Chauncey Billups,Denver Nuggets,2011,34,18.6
Kenyon Martin,Denver Nuggets,2011,33,14.1
Gary Forbes,Denver Nuggets,2011,25,11.7
Chris Andersen,Denver Nuggets,2011,32,19.0
Shelden Williams,Denver Nuggets,2011,27,11.3
Raymond Felton,Denver Nuggets,2011,26,14.7
