Kyle Lowry,Toronto Raptors,2016,2851,77,77,1634,512,56,26,1198,.427,.388,158
DeMar DeRozan,Toronto Raptors,2016,2804,78,78,1830,614,56,26,1377,.446,.338,81
Cory Joseph,Toronto Raptors,2016,2046,80,4,677,257,56,26,585,.439,.273,63
Patrick Patterson,Toronto Raptors,2016,2020,79,0,543,204,56,26,493,.414,.362,53
Bismack Biyombo,Toronto Raptors,2016,1808,82,22,454,156,56,26,288,.542,.000,19
Terrence Ross,Toronto Raptors,2016,1747,73,7,720,270,56,26,626,.431,.386,54
Luis Scola,Toronto Raptors,2016,1636,76,76,664,269,56,26,598,.450,.404,46
Jonas Valanciunas,Toronto Raptors,2016,1557,60,59,768,303,56,26,536,.565,,25
James Johnson,Toronto Raptors,2016,926,57,32,287,114,56,26,240,.475,.303,29
DeMarre Carroll,Toronto Raptors,2016,786,26,22,286,105,56,26,270,.389,.390,44
Norman Powell,Toronto Raptors,2016,725,49,24,273,97,56,26,229,.424,.404,29
Jason Thompson,Toronto Raptors,2016,292,19,6,87,32,56,26,66,.485,.333,8
Delon Wright,Toronto Raptors,2016,229,27,1,103,36,56,26,80,.450,.385,8
Lucas Nogueira,Toronto Raptors,2016,225,29,1,65,28,56,26,44,.636,.333,12
Anthony Bennett,Toronto Raptors,2016,84,19,0,28,8,56,26,27,.296,.214,5
Bruno Caboclo,Toronto Raptors,2016,43,6,1,3,1,56,26,12,.083,.143,2
Paul Millsap,Atlanta Hawks,2016,2647,81,81,1385,501,48,34,1066,.470,.319,147
Al Horford,Atlanta Hawks,2016,2631,82,82,1249,529,48,34,1048,.505,.344,68
Kyle Korver,Atlanta Hawks,2016,2401,80,80,739,268,48,34,616,.435,.398,60
Jeff Teague,Atlanta Hawks,2016,2255,79,78,1239,434,48,34,988,.439,.400,97
Kent Bazemore,Atlanta Hawks,2016,2083,75,68,872,320,48,34,725,.441,.357,98
Thabo Sefolosha,Atlanta Hawks,2016,1758,75,11,480,188,48,34,372,.505,.339,85
Dennis Schroder,Atlanta Hawks,2016,1621,80,6,879,329,48,34,781,.421,.322,70
Mike Scott,Atlanta Hawks,2016,1146,75,0,464,176,48,34,376,.468,.392,25
Tim Hardaway,Atlanta Hawks,2016,864,51,1,326,114,48,34,265,.430,.338,21
Tiago Splitter,Atlanta Hawks,2016,579,36,2,201,81,48,34,155,.523,.000,20
Mike Muscala,Atlanta Hawks,2016,565,60,0,195,76,48,34,152,.500,.308,13
Lamar Patterson,Atlanta Hawks,2016,395,35,0,84,28,48,34,80,.350,.245,9
Kris Humphries,Atlanta Hawks,2016,295,21,0,134,47,48,34,101,.465,.258,10
Justin Holiday,Atlanta Hawks,2016,263,26,1,63,24,48,34,73,.329,.222,13
Shelvin Mack,Atlanta Hawks,2016,179,24,0,93,40,48,34,95,.421,.148,8
Kirk Hinrich,Atlanta Hawks,2016,76,11,0,5,2,48,34,11,.182,.167,2
Walter Tavares,Atlanta Hawks,2016,73,11,0,25,11,48,34,19,.579,,1
Luol Deng,Miami Heat,2016,2394,74,73,911,339,48,34,745,.455,.344,74
Goran Dragic,Miami Heat,2016,2363,72,72,1018,417,48,34,875,.477,.312,71
Dwyane Wade,Miami Heat,2016,2258,74,73,1409,540,48,34,1183,.456,.159,79
Justise Winslow,Miami Heat,2016,2232,78,8,502,195,48,34,462,.422,.276,68
Hassan Whiteside,Miami Heat,2016,2125,73,43,1040,413,48,34,682,.606,,44
Chris Bosh,Miami Heat,2016,1778,53,53,1010,358,48,34,767,.467,.365,36
Gerald Green,Miami Heat,2016,1557,69,14,616,230,48,34,587,.392,.323,38
Josh Richardson,Miami Heat,2016,1107,52,2,341,123,48,34,272,.452,.461,36
Tyler Johnson,Miami Heat,2016,863,36,5,314,118,48,34,243,.486,.380,24
Joe Johnson,Miami Heat,2016,769,24,24,321,130,48,34,251,.518,.417,21
Amar'e Stoudemire,Miami Heat,2016,762,52,36,300,125,48,34,221,.566,,18
Josh McRoberts,Miami Heat,2016,595,42,1,150,55,48,34,148,.372,.245,18
Beno Udrih,Miami Heat,2016,587,36,5,158,66,48,34,152,.434,.333,11
Udonis Haslem,Miami Heat,2016,260,37,0,59,23,48,34,61,.377,.111,5
Mario Chalmers,Miami Heat,2016,120,6,0,33,10,48,34,32,.313,.091,8
Chris Andersen,Miami Heat,2016,36,7,1,13,4,48,34,10,.400,.400,1
Jarnell Stokes,Miami Heat,2016,14,5,0,7,3,48,34,5,.600,,1
James Ennis,Miami Heat,2016,7,3,0,0,0,48,34,0,,,0
Briante Weber,Miami Heat,2016,3,1,0,2,1,48,34,1,1.000,,0
Khris Middleton,Milwaukee Bucks,2016,2852,79,79,1434,507,33,49,1142,.444,.396,131
Giannis Antetokounmpo,Milwaukee Bucks,2016,2823,80,79,1350,513,33,49,1013,.506,.257,94
Jabari Parker,Milwaukee Bucks,2016,2408,76,72,1070,443,33,49,899,.493,.257,69
Greg Monroe,Milwaukee Bucks,2016,2314,79,67,1210,491,33,49,941,.522,.000,72
Michael Carter-Williams,Milwaukee Bucks,2016,1649,54,37,623,251,33,49,555,.452,.273,80
Jerryd Bayless,Milwaukee Bucks,2016,1505,52,18,541,185,33,49,437,.423,.437,47
O.J. Mayo,Milwaukee Bucks,2016,1090,41,24,321,119,33,49,321,.371,.321,48
Rashad Vaughn,Milwaukee Bucks,2016,1001,70,6,217,81,33,49,266,.305,.293,29
John Henson,Milwaukee Bucks,2016,960,57,1,397,164,33,49,291,.564,.000,18
Miles Plumlee,Milwaukee Bucks,2016,870,61,14,314,140,33,49,233,.601,,21
Johnny O'Bryant,Milwaukee Bucks,2016,857,66,4,200,86,33,49,209,.411,1.000,18
Tyler Ennis,Milwaukee Bucks,2016,654,46,7,206,84,33,49,187,.449,.333,25
Greivis Vasquez,Milwaukee Bucks,2016,460,23,0,130,45,33,49,138,.326,.247,10
Chris Copeland,Milwaukee Bucks,2016,156,24,1,50,17,33,49,51,.333,.278,2
Damien Inglis,Milwaukee Bucks,2016,156,20,1,36,13,33,49,37,.351,.231,6
Jared Cunningham,Milwaukee Bucks,2016,55,4,0,16,4,33,49,14,.286,.286,2
Steve Novak,Milwaukee Bucks,2016,20,3,0,7,2,33,49,6,.333,.333,0
Jimmy Butler,Chicago Bulls,2016,2474,67,67,1399,470,42,40,1035,.454,.312,110
Pau Gasol,Chicago Bulls,2016,2291,72,72,1187,467,42,40,995,.469,.348,42
Derrick Rose,Chicago Bulls,2016,2097,66,66,1080,447,42,40,1048,.427,.293,44
Taj Gibson,Chicago Bulls,2016,1936,73,55,627,263,42,40,500,.526,.000,47
Doug McDermott,Chicago Bulls,2016,1861,81,4,764,291,42,40,644,.452,.425,14
Nikola Mirotic,Chicago Bulls,2016,1646,66,38,777,248,42,40,609,.407,.390,58
Tony Snell,Chicago Bulls,2016,1301,64,33,338,126,42,40,339,.372,.361,16
E'Twaun Moore,Chicago Bulls,2016,1263,59,22,443,187,42,40,389,.481,.452,37
Aaron Brooks,Chicago Bulls,2016,1108,69,0,491,188,42,40,469,.401,.357,30
Bobby Portis,Chicago Bulls,2016,1102,62,4,436,186,42,40,436,.427,.308,25
Mike Dunleavy,Chicago Bulls,2016,703,31,30,222,77,42,40,188,.410,.394,14
Joakim Noah,Chicago Bulls,2016,635,29,2,124,51,42,40,133,.383,.000,18
Kirk Hinrich,Chicago Bulls,2016,555,35,7,132,47,42,40,118,.398,.411,13
Justin Holiday,Chicago Bulls,2016,510,27,4,176,64,42,40,155,.413,.433,19
Cristiano Felicio,Chicago Bulls,2016,321,31,4,105,40,42,40,72,.556,.000,6
Cameron Bairstow,Chicago Bulls,2016,103,18,2,34,13,42,40,40,.325,.200,2
Marcus Morris,Detroit Pistons,2016,2856,80,80,1131,410,44,38,945,.434,.362,67
Kentavious Caldwell-Pope,Detroit Pistons,2016,2789,76,76,1105,403,44,38,960,.420,.309,110
Andre Drummond,Detroit Pistons,2016,2666,81,81,1314,552,44,38,1060,.521,.333,119
Reggie Jackson,Detroit Pistons,2016,2424,79,79,1489,540,44,38,1244,.434,.353,59
Stanley Johnson,Detroit Pistons,2016,1687,73,6,593,225,44,38,600,.375,.307,55
Ersan Ilyasova,Detroit Pistons,2016,1434,52,52,589,216,44,38,508,.425,.363,38
Anthony Tolliver,Detroit Pistons,2016,1341,72,5,383,128,44,38,332,.386,.360,26
Aron Baynes,Detroit Pistons,2016,1233,81,1,514,194,44,38,384,.505,.000,21
Steve Blake,Detroit Pistons,2016,986,58,2,254,93,44,38,240,.388,.344,24
Tobias Harris,Detroit Pistons,2016,903,27,25,447,166,44,38,348,.477,.375,18
Reggie Bullock,Detroit Pistons,2016,429,37,0,122,43,44,38,98,.439,.415,10
Brandon Jennings,Detroit Pistons,2016,416,23,1,157,53,44,38,143,.371,.312,11
Darrun Hilliard,Detroit Pistons,2016,383,38,2,152,52,44,38,131,.397,.380,9
Spencer Dinwiddie,Detroit Pistons,2016,159,12,0,58,19,44,38,54,.352,.100,3
Joel Anthony,Detroit Pistons,2016,96,19,0,18,6,44,38,10,.600,,2
Jodie Meeks,Detroit Pistons,2016,43,3,0,22,7,44,38,20,.350,.444,0
Justin Harper,Detroit Pistons,2016,35,5,0,13,4,44,38,10,.400,.444,1
Anthony Davis,New Orleans Pelicans,2016,2164,61,61,1481,560,30,52,1136,.493,.324,78
Ryan Anderson,New Orleans Pelicans,2016,2008,66,7,1124,397,30,52,929,.427,.366,38
Dante Cunningham,New Orleans Pelicans,2016,1971,80,46,484,186,30,52,412,.451,.316,42
Jrue Holiday,New Orleans Pelicans,2016,1831,65,23,1089,410,30,52,935,.439,.336,88
Alonzo Gee,New Orleans Pelicans,2016,1632,73,38,325,132,30,52,255,.518,.283,63
Eric Gordon,New Orleans Pelicans,2016,1481,45,44,686,231,30,52,552,.418,.384,43
Toney Douglas,New Orleans Pelicans,2016,1262,61,18,531,183,30,52,445,.411,.399,70
Norris Cole,New Orleans Pelicans,2016,1198,45,23,477,196,30,52,484,.405,.324,37
Omer Asik,New Orleans Pelicans,2016,1178,68,64,269,104,30,52,195,.533,,21
Alexis Ajinca,New Orleans Pelicans,2016,861,59,17,352,150,30,52,315,.476,.000,19
Luke Babbitt,New Orleans Pelicans,2016,845,47,13,327,122,30,52,289,.422,.404,11
Tyreke Evans,New Orleans Pelicans,2016,765,25,25,379,136,30,52,314,.433,.388,32
Ish Smith,New Orleans Pelicans,2016,617,27,3,239,98,30,52,228,.430,.303,24
Kendrick Perkins,New Orleans Pelicans,2016,542,37,5,91,40,30,52,75,.533,,11
Tim Frazier,New Orleans Pelicans,2016,469,16,1,210,76,30,52,169,.450,.419,23
Jordan Hamilton,New Orleans Pelicans,2016,304,11,4,125,49,30,52,116,.422,.289,8
James Ennis,New Orleans Pelicans,2016,282,9,5,143,50,30,52,100,.500,.480,12
Bryce Dejean-Jones,New Orleans Pelicans,2016,279,14,11,79,28,30,52,69,.406,.375,10
Orlando Johnson,New Orleans Pelicans,2016,54,5,1,10,4,30,52,17,.235,.200,1
Nate Robinson,New Orleans Pelicans,2016,23,2,1,0,0,30,52,1,.000,.000,1
Jimmer Fredette,New Orleans Pelicans,2016,13,4,0,2,1,30,52,4,.250,.000,1
Tyreke Evans,New Orleans Pelicans,2015,2690,79,76,1313,521,45,37,1165,.447,.304,100
Anthony Davis,New Orleans Pelicans,2015,2455,68,68,1656,642,45,37,1199,.535,.083,100
Eric Gordon,New Orleans Pelicans,2015,2018,61,60,818,285,45,37,694,.411,.448,50
Omer Asik,New Orleans Pelicans,2015,1982,76,76,557,213,45,37,412,.517,,29
Ryan Anderson,New Orleans Pelicans,2015,1675,61,5,833,291,45,37,729,.399,.340,33
Dante Cunningham,New Orleans Pelicans,2015,1652,66,27,340,155,45,37,339,.457,.100,46
Jrue Holiday,New Orleans Pelicans,2015,1303,40,37,592,238,45,37,534,.446,.378,63
Quincy Pondexter,New Orleans Pelicans,2015,1253,45,28,404,140,45,37,312,.449,.433,14
Alexis Ajinca,New Orleans Pelicans,2015,957,68,8,443,181,45,37,329,.550,,21
Luke Babbitt,New Orleans Pelicans,2015,830,63,19,256,92,45,37,192,.479,.513,17
Austin Rivers,New Orleans Pelicans,2015,772,35,3,239,86,45,37,222,.387,.280,18
Norris Cole,New Orleans Pelicans,2015,683,28,2,278,112,45,37,252,.444,.378,15
Jimmer Fredette,New Orleans Pelicans,2015,509,50,0,178,63,45,37,166,.380,.188,15
John Salmons,New Orleans Pelicans,2015,270,21,0,42,16,45,37,48,.333,.308,9
Jeff Withey,New Orleans Pelicans,2015,259,37,0,98,32,45,37,64,.500,,4
Toney Douglas,New Orleans Pelicans,2015,177,12,0,51,19,45,37,51,.373,.278,11
Nate Wolters,New Orleans Pelicans,2015,105,10,0,17,8,45,37,26,.308,.000,3
Elliot Williams,New Orleans Pelicans,2015,77,8,0,19,8,45,37,24,.333,.273,2
Gal Mekel,New Orleans Pelicans,2015,43,4,0,6,3,45,37,20,.150,.000,2
Darius Miller,New Orleans Pelicans,2015,43,5,1,2,1,45,37,7,.143,.000,1
Russ Smith,New Orleans Pelicans,2015,29,6,0,5,2,45,37,10,.200,.167,0
Anthony Davis,New Orleans Pelicans,2014,2358,67,66,1394,522,34,48,1005,.519,.222,89
Eric Gordon,New Orleans Pelicans,2014,2057,64,64,988,356,34,48,817,.436,.391,74
Al-Farouq Aminu,New Orleans Pelicans,2014,2045,80,65,572,234,34,48,494,.474,.271,82
Tyreke Evans,New Orleans Pelicans,2014,2028,72,22,1042,391,34,48,897,.436,.221,84
Brian Roberts,New Orleans Pelicans,2014,1667,72,42,677,244,34,48,581,.420,.360,43
Anthony Morrow,New Orleans Pelicans,2014,1426,76,9,636,238,34,48,520,.458,.451,38
Austin Rivers,New Orleans Pelicans,2014,1339,69,4,530,192,34,48,474,.405,.364,45
Jrue Holiday,New Orleans Pelicans,2014,1143,34,34,487,203,34,48,454,.447,.390,56
Greg Stiemsma,New Orleans Pelicans,2014,1007,55,20,159,70,34,48,122,.574,.000,35
Alexis Ajinca,New Orleans Pelicans,2014,951,56,30,328,136,34,48,249,.546,.000,23
Jason Smith,New Orleans Pelicans,2014,830,31,27,301,131,34,48,282,.465,,11
Ryan Anderson,New Orleans Pelicans,2014,795,22,14,436,155,34,48,354,.438,.409,10
Darius Miller,New Orleans Pelicans,2014,723,45,7,200,73,34,48,166,.440,.325,24
Jeff Withey,New Orleans Pelicans,2014,684,58,4,190,69,34,48,129,.535,.000,15
Luke Babbitt,New Orleans Pelicans,2014,473,27,2,170,60,34,48,154,.390,.379,7
Lou Amundson,New Orleans Pelicans,2014,184,18,0,38,16,34,48,32,.500,,9
Lance Thomas,New Orleans Pelicans,2014,42,5,0,6,2,34,48,9,.222,,0
James Southerland,New Orleans Pelicans,2014,27,3,0,14,5,34,48,12,.417,.600,1
Melvin Ely,New Orleans Pelicans,2014,27,2,0,6,3,34,48,6,.500,,0
Arinze Onuaku,New Orleans Pelicans,2014,25,3,0,3,1,34,48,4,.250,,0
Josh Childress,New Orleans Pelicans,2014,24,4,0,0,0,34,48,0,,,1
Greivis Vasquez,New Orleans Hornets,2013,2685,78,78,1083,438,27,55,1012,.433,.342,66
Ryan Anderson,New Orleans Hornets,2013,2503,81,22,1309,472,27,55,1115,.423,.382,42
Robin Lopez,New Orleans Hornets,2013,2136,82,82,929,384,27,55,719,.534,,32
Al-Farouq Aminu,New Orleans Hornets,2013,2066,76,71,555,225,27,55,474,.475,.211,92
Anthony Davis,New Orleans Hornets,2013,1846,64,60,867,349,27,55,676,.516,.000,75
Austin Rivers,New Orleans Hornets,2013,1418,61,26,377,145,27,55,390,.372,.326,26
Brian Roberts,New Orleans Hornets,2013,1324,78,5,555,213,27,55,511,.417,.386,37
Eric Gordon,New Orleans Hornets,2013,1264,42,40,713,235,27,55,584,.402,.324,45
Roger Mason,New Orleans Hornets,2013,1219,69,13,369,132,27,55,305,.433,.415,26
Jason Smith,New Orleans Hornets,2013,876,51,0,420,167,27,55,341,.490,.000,15
Darius Miller,New Orleans Hornets,2013,694,52,2,118,44,27,55,108,.407,.393,17
Lance Thomas,New Orleans Hornets,2013,646,59,9,149,53,27,55,106,.500,,11
Xavier Henry,New Orleans Hornets,2013,625,50,2,194,66,27,55,161,.410,.364,16
Lou Amundson,New Orleans Hornets,2013,209,18,0,44,18,27,55,42,.429,,9
Dominic McGuire,New Orleans Hornets,2013,145,9,0,19,9,27,55,21,.429,,8
Terrel Harris,New Orleans Hornets,2013,108,13,0,5,2,27,55,19,.105,.000,2
Hakim Warrick,New Orleans Hornets,2013,7,1,0,4,1,27,55,2,.500,,1
Donald Sloan,New Orleans Hornets,2013,6,3,0,0,0,27,55,0,,,0
Henry Sims,New Orleans Hornets,2013,5,2,0,4,2,27,55,3,.667,,0
Marco Belinelli,New Orleans Hornets,2012,1966,66,55,780,286,21,45,686,.417,.377,48
Greivis Vasquez,New Orleans Hornets,2012,1706,66,26,589,225,21,45,523,.430,.319,60
Jarrett Jack,New Orleans Hornets,2012,1530,45,39,700,266,21,45,583,.456,.348,31
Al-Farouq Aminu,New Orleans Hornets,2012,1477,66,21,399,150,21,45,365,.411,.277,59
Chris Kaman,New Orleans Hornets,2012,1372,47,33,616,266,21,45,597,.446,,25
Trevor Ariza,New Orleans Hornets,2012,1350,41,41,444,168,21,45,403,.417,.333,69
Gustavo Ayon,New Orleans Hornets,2012,1088,54,24,319,140,21,45,261,.536,.000,53
Carl Landry,New Orleans Hornets,2012,999,41,8,511,182,21,45,362,.503,.000,13
Jason Smith,New Orleans Hornets,2012,947,40,29,396,181,21,45,348,.520,.111,21
Emeka Okafor,New Orleans Hornets,2012,781,27,27,266,114,21,45,214,.533,,16
Xavier Henry,New Orleans Hornets,2012,759,45,0,239,90,21,45,228,.395,.412,26
Lance Thomas,New Orleans Hornets,2012,630,42,10,166,57,21,45,126,.452,.000,10
Eric Gordon,New Orleans Hornets,2012,310,9,9,185,63,21,45,140,.450,.250,13
DaJuan Summers,New Orleans Hornets,2012,209,15,6,68,28,21,45,65,.431,.313,7
Solomon Jones,New Orleans Hornets,2012,196,11,1,61,23,21,45,53,.434,,5
Jerome Dyson,New Orleans Hornets,2012,180,9,1,67,19,21,45,48,.396,.125,11
Carldell Johnson,New Orleans Hornets,2012,119,15,0,27,11,21,45,35,.314,.267,8
Darryl Watkins,New Orleans Hornets,2012,98,5,0,23,7,21,45,14,.500,,5
Chris Johnson,New Orleans Hornets,2012,82,7,0,23,9,21,45,18,.500,,5
Trey Johnson,New Orleans Hornets,2012,61,11,0,21,8,21,45,14,.571,,1
Donald Sloan,New Orleans Hornets,2012,41,3,0,12,5,21,45,14,.357,.000,2
Jeff Foote,New Orleans Hornets,2012,39,4,0,4,2,21,45,6,.333,,0
Kevin Martin,Houston Rockets,2011,2603,80,80,1876,553,43,39,1267,.436,.383,80
Kyle Lowry,Houston Rockets,2011,2563,75,71,1011,345,43,39,809,.426,.376,102
Luis Scola,Houston Rockets,2011,2412,74,74,1352,569,43,39,1129,.504,.000,48
Chuck Hayes,Houston Rockets,2011,2079,74,63,582,244,43,39,463,.527,.000,79
Shane Battier,Houston Rockets,2011,1818,59,59,509,186,43,39,408,.456,.391,53
Chase Budinger,Houston Rockets,2011,1738,78,22,765,279,43,39,656,.425,.325,41
Courtney Lee,Houston Rockets,2011,1723,81,1,672,253,43,39,576,.439,.408,58
Jordan Hill,Houston Rockets,2011,1125,72,11,406,173,43,39,352,.491,.000,14
Brad Miller,Houston Rockets,2011,1015,60,5,382,132,43,39,296,.446,.374,28
Patrick Patterson,Houston Rockets,2011,868,52,6,328,149,43,39,267,.558,.000,17
Aaron Brooks,Houston Rockets,2011,811,34,7,394,134,43,39,387,.346,.284,21
Goran Dragic,Houston Rockets,2011,378,22,3,170,59,43,39,125,.472,.519,14
Ish Smith,Houston Rockets,2011,329,28,3,74,32,43,39,83,.386,.375,13
Jared Jeffries,Houston Rockets,2011,138,18,0,27,11,43,39,36,.306,.167,7
Yao Ming,Houston Rockets,2011,91,5,5,51,18,43,39,37,.486,,0
Terrence Williams,Houston Rockets,2011,84,11,0,39,14,43,39,42,.333,.200,4
Jermaine Taylor,Houston Rockets,2011,77,8,0,39,16,43,39,32,.500,.400,2
Mike Harris,Houston Rockets,2011,16,4,0,8,3,43,39,6,.500,,0
DeMarre Carroll,Houston Rockets,2011,11,5,0,0,0,43,39,3,.000,,0
Hasheem Thabeet,Houston Rockets,2011,4,2,0,0,0,43,39,1,.000,,0
David West,New Orleans Hornets,2010,2949,81,81,1541,619,37,45,1226,.505,.259,76
Emeka Okafor,New Orleans Hornets,2010,2370,82,82,850,348,37,45,656,.530,,54
Darren Collison,New Orleans Hornets,2010,2109,76,37,946,376,37,45,789,.477,.400,78
Peja Stojakovic,New Orleans Hornets,2010,1947,62,55,784,278,37,45,688,.404,.375,48
Marcus Thornton,New Orleans Hornets,2010,1872,73,17,1057,398,37,45,883,.451,.374,58
James Posey,New Orleans Hornets,2010,1731,77,2,399,126,37,45,345,.365,.335,42
Chris Paul,New Orleans Hornets,2010,1712,45,45,841,314,37,45,637,.493,.409,96
Darius Songaila,New Orleans Hornets,2010,1410,75,1,543,241,37,45,488,.494,.167,62
Morris Peterson,New Orleans Hornets,2010,973,46,39,327,116,37,45,301,.385,.363,25
Devin Brown,New Orleans Hornets,2010,967,39,37,379,128,37,45,325,.394,.367,30
Julian Wright,New Orleans Hornets,2010,871,68,14,259,116,37,45,232,.500,.333,29
Bobby Brown,New Orleans Hornets,2010,328,22,0,145,60,37,45,152,.395,.258,9
Aaron Gray,New Orleans Hornets,2010,261,24,0,86,34,37,45,61,.557,,9
Hilton Armstrong,New Orleans Hornets,2010,239,18,0,51,19,37,45,50,.380,,8
Sean Marks,New Orleans Hornets,2010,75,14,0,10,4,37,45,8,.500,,0
Jason Hart,New Orleans Hornets,2010,17,4,0,2,1,37,45,1,1.000,,1
O.J. Mayo,Memphis Grizzlies,2009,3120,82,82,1516,562,24,58,1283,.438,.384,91
Rudy Gay,Memphis Grizzlies,2009,2945,79,78,1493,572,24,58,1262,.453,.351,98
Marc Gasol,Memphis Grizzlies,2009,2521,82,75,975,350,24,58,661,.530,.000,63
Mike Conley,Memphis Grizzlies,2009,2508,82,61,895,323,24,58,730,.442,.406,90
Hakim Warrick,Memphis Grizzlies,2009,2029,82,7,951,340,24,58,693,.491,.217,48
Darrell Arthur,Memphis Grizzlies,2009,1464,76,64,422,191,24,58,436,.438,.000,52
Quinton Ross,Memphis Grizzlies,2009,1164,68,7,265,99,24,58,259,.382,.375,32
Kyle Lowry,Memphis Grizzlies,2009,1071,49,21,370,112,24,58,272,.412,.246,48
Darko Milicic,Memphis Grizzlies,2009,1034,61,15,333,137,24,58,266,.515,,22
Greg Buckner,Memphis Grizzlies,2009,878,63,0,155,61,24,58,159,.384,.255,29
Marko Jaric,Memphis Grizzlies,2009,605,53,0,136,48,24,58,145,.331,.393,29
Darius Miles,Memphis Grizzlies,2009,298,34,0,120,48,24,58,99,.485,.167,11
Hamed Haddadi,Memphis Grizzlies,2009,120,19,0,48,15,24,58,31,.484,,1
Javaris Crittenton,Memphis Grizzlies,2009,44,7,0,19,7,24,58,15,.467,.000,1
Adonal Foyle,Memphis Grizzlies,2009,3,1,0,0,0,24,58,0,,,0
Rudy Gay,Memphis Grizzlies,2008,3000,81,81,1632,625,22,60,1355,.461,.346,111
Mike Miller,Memphis Grizzlies,2008,2474,70,70,1147,414,22,60,824,.502,.432,35
Juan Carlos Navarro,Memphis Grizzlies,2008,2117,82,30,896,308,22,60,766,.402,.361,48
Kyle Lowry,Memphis Grizzlies,2008,2089,82,9,791,256,22,60,592,.432,.257,92
Hakim Warrick,Memphis Grizzlies,2008,1754,75,30,852,328,22,60,653,.502,.271,36
Darko Milicic,Memphis Grizzlies,2008,1663,70,64,505,219,22,60,500,.438,.000,32
Pau Gasol,Memphis Grizzlies,2008,1433,39,39,738,279,22,60,557,.501,.267,16
Mike Conley,Memphis Grizzlies,2008,1381,53,46,498,189,22,60,442,.428,.330,44
Damon Stoudamire,Memphis Grizzlies,2008,624,29,29,211,77,22,60,194,.397,.383,19
Stromile Swift,Memphis Grizzlies,2008,549,35,4,238,93,22,60,177,.525,.000,10
Casey Jacobsen,Memphis Grizzlies,2008,547,53,0,107,39,22,60,115,.339,.222,5
Javaris Crittenton,Memphis Grizzlies,2008,508,28,0,206,72,22,60,180,.400,.265,12
Jason Collins,Memphis Grizzlies,2008,488,31,3,80,30,22,60,59,.508,.000,12
Brian Cardinal,Memphis Grizzlies,2008,440,37,1,124,43,22,60,126,.341,.309,10
Andre Brown,Memphis Grizzlies,2008,286,33,1,100,39,22,60,78,.500,,7
Kwame Brown,Memphis Grizzlies,2008,204,15,1,52,19,22,60,39,.487,,6
Bobby Jones,Memphis Grizzlies,2008,137,9,2,40,14,22,60,36,.389,.231,5
Tarence Kinsey,Memphis Grizzlies,2008,96,11,0,40,16,22,60,38,.421,.429,3
Jeremy Richardson,Memphis Grizzlies,2008,15,3,0,0,0,22,60,6,.000,.000,0
Mike Miller,Memphis Grizzlies,2007,2740,70,69,1293,465,22,60,1010,.460,.406,54
Hakim Warrick,Memphis Grizzlies,2007,2152,82,43,1045,373,22,60,712,.524,.000,43
Pau Gasol,Memphis Grizzlies,2007,2133,59,59,1226,462,22,60,858,.538,.273,29
Rudy Gay,Memphis Grizzlies,2007,2103,78,43,846,321,22,60,760,.422,.364,71
Chucky Atkins,Memphis Grizzlies,2007,2064,75,23,988,310,22,60,715,.434,.379,50
Dahntay Jones,Memphis Grizzlies,2007,1671,78,25,583,220,22,60,461,.477,.417,39
Damon Stoudamire,Memphis Grizzlies,2007,1501,62,51,467,171,22,60,437,.391,.337,47
Stromile Swift,Memphis Grizzlies,2007,1029,54,18,419,161,22,60,346,.465,.000,30
Lawrence Roberts,Memphis Grizzlies,2007,969,54,18,283,94,22,60,208,.452,.000,36
Tarence Kinsey,Memphis Grizzlies,2007,967,48,12,369,139,22,60,304,.457,.283,53
Alexander Johnson,Memphis Grizzlies,2007,753,59,19,260,91,22,60,169,.538,,25
Eddie Jones,Memphis Grizzlies,2007,561,29,14,161,57,22,60,151,.377,.297,22
Junior Harrington,Memphis Grizzlies,2007,543,29,8,152,57,22,60,137,.416,.269,21
Brian Cardinal,Memphis Grizzlies,2007,313,28,1,127,42,22,60,85,.494,.409,22
Jake Tsakalidis,Memphis Grizzlies,2007,258,23,7,54,20,22,60,50,.400,,7
Kyle Lowry,Memphis Grizzlies,2007,175,10,0,56,14,22,60,38,.368,.375,14
Scott Padgett,Memphis Grizzlies,2007,33,7,0,2,1,22,60,7,.143,.000,1
Will Conroy,Memphis Grizzlies,2007,17,3,0,0,0,22,60,0,,,0
Juwan Howard,Houston Rockets,2006,2537,80,80,942,394,34,48,859,.459,.000,49
Rafer Alston,Houston Rockets,2006,2431,63,63,761,280,34,48,738,.379,.327,101
David Wesley,Houston Rockets,2006,2372,71,59,702,226,34,48,561,.403,.365,59
Luther Head,Houston Rockets,2006,2310,80,27,707,254,34,48,630,.403,.361,89
Yao Ming,Houston Rockets,2006,1949,57,57,1271,467,34,48,900,.519,.000,30
Tracy McGrady,Houston Rockets,2006,1745,47,47,1147,410,34,48,1011,.406,.312,59
Stromile Swift,Houston Rockets,2006,1344,66,5,586,225,34,48,458,.491,.000,38
Keith Bogans,Houston Rockets,2006,1064,33,22,281,101,34,48,256,.395,.314,32
Dikembe Mutombo,Houston Rockets,2006,955,64,23,169,50,34,48,95,.526,,17
Ryan Bowen,Houston Rockets,2006,652,68,19,88,37,34,48,124,.298,.136,21
Derek Anderson,Houston Rockets,2006,582,20,8,216,68,34,48,173,.393,.284,15
Chuck Hayes,Houston Rockets,2006,535,40,0,147,59,34,48,105,.562,.000,26
